name,state,region,lat,lon,campuses,id_long,id,locale,ug_enrollment,main_campus,hbcu,women_only,religious_affiliation,admission_rate,class,social_sciences,humanities,physical_sciences,ethnic_gender_studies,comp_sci,avg_faculty_salary,completion_rate,pell_grant,first_gen_completion_4
Holy Names University,CA,Far West,37.802276,-122.187804,1,118300,1183,Large City / Suburb,NULL,1,0,0,1,0.7004,19,0.1058,0.1058,0,0,0,8046,0.4809,0.5008,0.449781659
Juniata College,PA,New England,40.500523,-78.017292,1,327900,3279,Town,NULL,1,0,0,NA,0.7017,21,0.0627,0,0.0409,0,0.049,8091,0.791,0.264,0.715116279
West Virginia Wesleyan College,WV,Southeast,38.990661,-80.218969,1,383000,3830,Town,NULL,1,0,0,1,0.7017,20,0.0537,0,0.1007,0.0034,0.0134,5951,0.4851,0.3459,0.392086331
Savannah College of Art and Design,GA,Southeast,32.072963,-81.093849,1,2141500,21415,Midsize City / Suburb,NULL,1,0,0,NA,0.7027,30,0,0,0,0,0,9165,0.6847,0.2131,0.538541667
Kettering University,MI,Midwest,43.012468,-83.71282,1,226200,2262,Small City / Suburb,NULL,1,0,0,NA,0.7027,19,0,0,0.0245,0,0.0652,8604,0.628,0.2245,0.444444444
Westcliff University,CA,Far West,33.697112,-117.835761,1,4249600,42496,Large City / Suburb,NULL,1,0,0,NA,0.7028,29,0,0,0,0,0,3517,NULL,0.0384,NA
Shenandoah University,VA,Southeast,39.167355,-78.157433,1,373700,3737,Small City / Suburb,NULL,1,0,0,1,0.7029,17,0.0156,0.0313,0.0137,0,0,7911,0.5777,0.254,0.56684492
McNeese State University,LA,Southeast,30.178187,-93.217222,1,201700,2017,Small City / Suburb,NULL,1,0,0,NA,0.7032,18,0.0501,0.1911,0.0111,0,0.0195,6609,0.4517,0.307,0.362685266
Seton Hall University,NJ,New England,40.742336,-74.246027,1,263200,2632,Large City / Suburb,NULL,1,0,0,1,0.7036,16,0.1048,0.1096,0.0127,0.0024,0.0056,9807,0.702,0.2801,0.635619243
Watkins College of Art Design & Film,TN,Southeast,36.194659,-86.805888,1,3088800,30888,Large City / Suburb,NULL,1,0,0,NA,0.7039,30,0,0,0,0,0,5812,0.3061,0.5317,NA
Agnes Scott College,GA,Southeast,33.769268,-84.295459,1,154200,1542,Large City / Suburb,NULL,1,0,1,1,0.704,21,0.1429,0,0.0476,0.0159,0,9183,0.694,0.3985,0.530612245
Southwest Baptist University,MO,Midwest,37.602425,-93.407056,1,250200,2502,Town,NULL,1,0,0,1,0.704,19,0.011,0.0202,0.0037,0,0.033,5801,0.4817,0.4103,0.381882771
Virginia Wesleyan University,VA,Southeast,36.868417,-76.18606,1,376700,3767,Large City / Suburb,NULL,1,0,0,1,0.7041,21,0.1208,0,0.0101,0.0134,0,8290,0.5174,0.4081,0.460843373
Lynn University,FL,Southeast,26.385985,-80.122806,1,150500,1505,Small City / Suburb,NULL,1,0,0,NA,0.7045,18,0.0299,0,0,0,0.002,5486,0.5472,0.2447,0.541401274
Bethel University,MN,Midwest,45.057655,-93.161663,3,905800,9058,Large City / Suburb,NULL,1,0,0,1,0.7051,17,0.0531,0.0084,0.0461,0,0.0223,7705,0.7662,0.2567,0.609865471
Touro College,NY,New England,40.753199,-73.989404,1,1014200,10142,Large City / Suburb,NULL,1,0,0,NA,0.7054,17,0.0282,0.1862,0,0,0.0303,7833,0.4689,0.4542,0.451790634
Gordon State College,GA,Southeast,33.04571,-84.154508,1,157500,1575,Town,NULL,1,0,0,NA,0.7057,23,0,0.5311,0,0,0,5453,0.1125,0.5296,0.165780142
Chamberlain University-Ohio,OH,Midwest,39.940449,-82.940493,15,638501,6385,Large City / Suburb,NULL,0,0,0,NA,0.7059,26,0,0,0,0,0,6549,0,0.4708,0.44371808
Keystone College,PA,New England,41.558969,-75.777456,1,328000,3280,Large City / Suburb,NULL,1,0,0,NA,0.706,22,0.0506,0.0078,0.0078,0,0.0895,6219,0.4586,0.4512,0.414746544
University of Wisconsin-La Crosse,WI,Midwest,43.81568,-91.23186,1,391900,3919,Small City / Suburb,NULL,1,0,0,NA,0.7065,18,0.0829,0.0073,0.0245,0.0016,0.0193,7160,0.7074,0.2044,0.615986099
Texas Tech University,TX,Southwest,33.583448,-101.874783,1,364400,3644,Large City / Suburb,NULL,1,0,0,NA,0.7067,15,0.046,0.027,0.0189,0,0.0287,9228,0.6008,0.281,0.483101992
St. Louis College of Pharmacy,MO,Midwest,38.636904,-90.260617,1,250400,2504,Large City / Suburb,NULL,1,0,0,NA,0.7083,26,0,0.3364,0,0,0,9673,0.8506,0.3214,0.710144928
University of Wisconsin-Oshkosh,WI,Midwest,44.026206,-88.549369,1,392000,3920,Small City / Suburb,NULL,1,0,0,NA,0.7084,18,0.0591,0.0242,0.0154,0.0065,0.0195,7276,0.5337,0.2183,0.480356207
Ursinus College,PA,New England,40.193023,-75.456505,1,338500,3385,Large City / Suburb,NULL,1,0,0,NA,0.7087,21,0.1797,0,0.0365,0.0078,0.013,8893,0.7873,0.2057,0.784883721
Montclair State University,NJ,New England,40.860414,-74.198141,1,261700,2617,Large City / Suburb,NULL,1,0,0,NA,0.7091,16,0.0592,0.0107,0.0086,0.0042,0.0269,10177,0.7138,0.4464,0.649267072
Spring Arbor University,MI,Midwest,42.206568,-84.556074,1,231800,2318,Small City / Suburb,NULL,1,0,0,1,0.7093,18,0.0119,0.039,0.0068,0,0.0051,5546,0.5687,0.397,0.297208539
Northwest Nazarene University,ID,Rocky Mountains,43.562411,-116.565783,1,162400,1624,Midsize City / Suburb,NULL,1,0,0,1,0.7094,18,0.0168,0.0638,0.0134,0,0.0201,6301,0.5868,0.3205,0.5
Cardinal Stritch University,WI,Midwest,43.139752,-87.909045,1,383700,3837,Large City / Suburb,NULL,1,0,0,1,0.7094,17,0.0306,0,0.0077,0,0.0179,6048,0.5062,0.3487,0.295955882
Universidad Central de Bayamon,PR,US Outlying Areas,18.398864,-66.180773,1,502200,5022,Large City / Suburb,NULL,1,0,0,1,0.71,20,0,0,0,0,0,2651,0.1416,0.8268,0.148264984
Judson University,IL,Midwest,42.061754,-88.291336,1,170000,1700,Midsize City / Suburb,NULL,1,0,0,1,0.7101,20,0.0036,0.0072,0.0036,0,0,6413,0.6364,0.3937,0.361809045
University of Louisiana at Monroe,LA,Southeast,32.527748,-92.07374,1,202000,2020,Small City / Suburb,NULL,1,0,0,NA,0.7101,17,0.0189,0.0905,0.0016,0,0.026,7372,0.4375,0.347,0.352293578
University of North Texas,TX,Southwest,33.211178,-97.148422,1,359400,3594,Midsize City / Suburb,NULL,1,0,0,NA,0.7105,15,0.0419,0.1073,0.0076,0,0.0264,9978,0.5316,0.3706,0.457826888
Midwestern State University,TX,Southwest,33.874809,-98.519386,1,359200,3592,Midsize City / Suburb,NULL,1,0,0,NA,0.7107,18,0.0228,0.0018,0.0211,0,0.0255,7893,0.4206,0.4071,0.406458797
Clarkson University,NY,New England,44.662716,-74.999359,1,269900,2699,Town,NULL,1,0,0,NA,0.7108,16,0.0064,0.0013,0.0256,0,0.0346,10833,0.7529,0.2375,0.695090439
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,CA,Far West,34.085465,-118.346613,1,2262400,22624,Large City / Suburb,NULL,1,0,0,NA,0.7113,24,0,0,0,0,0,7069,0.375,0.6181,NA
James Madison University,VA,Southeast,38.436311,-78.870484,1,372100,3721,Small City / Suburb,NULL,1,0,0,NA,0.7113,18,0.0751,0.0562,0.0162,0,0.0515,8746,0.8363,0.1532,0.735213205
Wayne State University,MI,Midwest,42.358994,-83.068998,1,232900,2329,Large City / Suburb,NULL,1,0,0,NA,0.7115,15,0.052,0,0.0233,0.0053,0.0278,10622,0.4696,0.442,0.296253602
Johnson University,TN,Southeast,35.937193,-83.750273,2,349500,3495,Rural,NULL,1,0,0,1,0.7126,24,0,0,0,0,0,5404,0.6298,0.4524,0.261363636
Olivet College,MI,Midwest,42.442891,-84.923891,1,230800,2308,Rural,NULL,1,0,0,1,0.7131,22,0.0276,0,0.0055,0,0,6064,0.4833,0.4741,0.396428571
University of Hartford,CT,New England,41.798591,-72.715213,1,142200,1422,Midsize City / Suburb,NULL,1,0,0,NA,0.7136,17,0.0279,0.1241,0.0081,0,0.0063,7811,0.5798,0.2873,0.521212121
Georgia State University,GA,Southeast,33.7527,-84.38667,2,157400,1574,Large City / Suburb,NULL,1,0,0,NA,0.7137,15,0.1017,0,0.0255,0.0047,0.0825,8780,0.5426,0.5031,0.228537144
Hood College,MD,New England,39.420631,-77.419049,1,207600,2076,Small City / Suburb,NULL,1,0,0,NA,0.7138,18,0.0807,0,0.014,0,0.014,7624,0.6617,0.3759,0.631067961
Rutgers University-Camden,NJ,New England,39.948064,-75.12224,3,262901,2629,Small City / Suburb,NULL,0,0,0,NA,0.7138,16,0.063,0.0282,0.0138,0.0007,0.0333,11354,0.58,0.5108,0.664415501
Northwestern College,IA,Midwest,42.999007,-96.058772,1,188300,1883,Town,NULL,1,0,0,1,0.7143,22,0.0192,0.0115,0,0,0.0115,6734,0.6854,0.2651,0.51572327
Ulster BOCES-School of Practical Nursing,NY,New England,41.976573,-73.993015,1,2173900,21739,Small City / Suburb,NULL,1,0,0,NA,0.7143,-2,0,0,0,0,0,NA,NULL,0.6769,NA
Midwives College of Utah,UT,Rocky Mountains,40.71089,-111.857036,1,4218300,42183,Midsize City / Suburb,NULL,1,0,0,NA,0.7143,26,0,0,0,0,0,NA,NULL,0.4917,NA
Creighton University,NE,Midwest,41.265361,-95.947811,1,254200,2542,Large City / Suburb,NULL,1,0,0,1,0.7144,17,0.0598,0,0.0431,0,0.0176,9645,0.8062,0.1427,0.694915254
California Lutheran University,CA,Far West,34.224566,-118.878924,1,113300,1133,Midsize City / Suburb,NULL,1,0,0,1,0.7147,18,0.0596,0.0379,0.023,0,0.0244,9974,0.7616,0.301,0.67462039
Fisk University,TN,Southeast,36.167087,-86.804805,1,349000,3490,Large City / Suburb,NULL,1,1,0,NA,0.7149,21,0.0379,0.0303,0.0833,0,0.0303,5546,0.4425,0.5341,0.236842105
University of Dayton,OH,Midwest,39.739547,-84.176113,1,312700,3127,Midsize City / Suburb,NULL,1,0,0,1,0.7154,16,0.0348,0.0032,0.0121,0.0011,0.0111,8877,0.7919,0.1165,0.705882353
Green Mountain College,VT,New England,43.517785,-73.241862,1,368700,3687,Rural,NULL,1,0,0,1,0.7158,20,0.0152,0.0606,0,0,0,6334,0.5167,0.4423,0.439393939
California State University-East Bay,CA,Far West,37.657694,-122.054135,1,113800,1138,Midsize City / Suburb,NULL,1,0,0,NA,0.716,18,0.0863,0.0419,0.0061,0.0038,0.0303,10210,0.4816,0.4672,0.420781135
SUNY Maritime College,NY,New England,40.807217,-73.795309,1,285300,2853,Large City / Suburb,NULL,1,0,0,NA,0.7166,20,0,0,0.0569,0,0,7612,0.6626,0.2169,0.526041667
University of Mary Washington,VA,Southeast,38.302492,-77.476055,1,374600,3746,Midsize City / Suburb,NULL,1,0,0,NA,0.7175,19,0.1547,0.1163,0.0459,0.0043,0.0534,8218,0.6553,0.2017,0.632
San Francisco State University,CA,Far West,37.721224,-122.476799,1,115400,1154,Large City / Suburb,NULL,1,0,0,NA,0.7176,18,0.0843,0.0296,0.0057,0.0132,0.0248,10744,0.549,0.4603,0.509835686
University of Massachusetts-Lowell,MA,New England,42.652864,-71.326809,1,216100,2161,Large City / Suburb,NULL,1,0,0,NA,0.7183,16,0.0277,0.0327,0.0123,0.0007,0.128,11606,0.6292,0.2719,0.51824088
Southern Illinois University-Carbondale,IL,Midwest,37.714193,-89.217273,1,175800,1758,Small City / Suburb,NULL,1,0,0,NA,0.7185,16,0.06,0.017,0.0119,0.0003,0.0337,7652,0.4144,0.3893,0.397607829
Duquesne University,PA,New England,40.43589,-79.993123,1,325800,3258,Large City / Suburb,NULL,1,0,0,1,0.7185,16,0.0411,0.0022,0.0169,0,0.0484,9376,0.7997,0.1969,0.717948718
SUNY Morrisville,NY,New England,42.893962,-75.640583,1,285900,2859,Rural,NULL,1,0,0,NA,0.7186,23,0,0.0919,0,0,0.0365,6052,0.3333,0.5491,0.272073922
Albany College of Pharmacy and Health Sciences,NY,New England,42.650371,-73.779063,1,288500,2885,Small City / Suburb,NULL,1,0,0,NA,0.7189,26,0,0,0.0408,0,0,9342,0.664,0.2697,0.653409091
Cabrini University,PA,New England,40.056355,-75.375263,1,324100,3241,Large City / Suburb,NULL,1,0,0,1,0.7189,18,0.1062,0.0147,0.011,0.011,0.0147,6897,0.5703,0.4027,0.614705882
Concorde Career Institute-Orlando,FL,Southeast,28.55984,-81.340421,2,2089601,20896,Large City / Suburb,NULL,0,0,0,NA,0.7197,10,0,0,0,0,0,6298,NULL,0.6265,0.709210526
Holy Family University,PA,New England,40.060581,-74.986451,1,327500,3275,Large City / Suburb,NULL,1,0,0,1,0.7198,18,0.0021,0,0,0,0,6999,0.5974,0.3643,0.55187638
Mercer University,GA,Southeast,32.831787,-83.648295,1,158000,1580,Midsize City / Suburb,NULL,1,0,0,NA,0.72,16,0.0581,0.0229,0.0194,0.0026,0.0352,8639,0.6552,0.3269,0.512919897
Grand River Technical School,MO,Midwest,39.798864,-93.559669,1,553100,5531,Town,NULL,1,0,0,NA,0.7206,-2,0,0,0,0,0,NA,NULL,0.4324,NA
Rolla Technical Institute/Center,MO,Midwest,37.947448,-91.748741,1,542900,5429,Town,NULL,1,0,0,NA,0.7206,-2,0,0,0,0,0.0704,NA,NULL,0.6017,NA
Nebraska Wesleyan University,NE,Midwest,40.839098,-96.64831,1,255500,2555,Large City / Suburb,NULL,1,0,0,1,0.7208,19,0.0327,0.005,0.0151,0,0,6778,0.632,0.3058,0.510948905
University of South Carolina-Salkehatchie,SC,Southeast,33.014312,-81.301838,1,345400,3454,Rural,NULL,1,0,0,NA,0.7209,2,0,1,0,0,0,5653,NULL,0.3877,0.149892934
Northern Tier Career Center,PA,New England,41.801739,-76.487394,1,2353100,23531,Rural,NULL,1,0,0,NA,0.7209,-2,0,0,0,0,0,NA,NULL,0.4531,NA
Saint Mary-of-the-Woods College,IN,Midwest,39.508546,-87.463791,1,183500,1835,Rural,NULL,1,0,0,1,0.721,20,0.0265,0.0066,0,0,0,5259,0.5735,0.5136,0.36875
Concorde Career Institute-Jacksonville,FL,Southeast,30.23886,-81.581748,2,2089600,20896,Large City / Suburb,NULL,1,0,0,NA,0.7212,10,0,0,0,0,0,5993,NULL,0.6401,0.709210526
Elon University,NC,Southeast,36.104148,-79.50344,1,292700,2927,Midsize City / Suburb,NULL,1,0,0,NA,0.7214,17,0.0607,0.0007,0.0037,0,0.0168,9270,0.8251,0.0892,0.735849057
Hendrix College,AR,Southeast,35.101565,-92.443256,1,109900,1099,Small City / Suburb,NULL,1,0,0,1,0.7217,21,0.2122,0,0.0653,0,0.0286,7708,0.7073,0.2857,0.577981651
Kentucky State University,KY,Southeast,38.201427,-84.855402,1,196800,1968,Town,NULL,1,1,0,NA,0.7217,22,0.0356,0.0534,0.0107,0,0.0534,5894,0.1798,0.5014,0.233333333
Muskingum University,OH,Midwest,39.996426,-81.73703,1,308400,3084,Town,NULL,1,0,0,1,0.7218,20,0.035,0,0.035,0,0.0117,10296,0.5136,0.396,0.4
ECPI University,VA,Southeast,36.842526,-76.178773,19,1019800,10198,Large City / Suburb,NULL,1,0,0,NA,0.7221,19,0,0,0,0,0.2226,5747,0.4859,0.5252,0.472694487
Bowling Green State University-Main Campus,OH,Midwest,41.375513,-83.640896,2,301800,3018,Town,NULL,1,0,0,NA,0.7227,16,0.0292,0.022,0.0148,0.0034,0.0117,9101,0.5606,0.2853,0.422994159
University of Puerto Rico-Cayey,PR,US Outlying Areas,18.11882,-66.162066,1,720600,7206,Large City / Suburb,NULL,1,0,0,NA,0.7231,21,0.0397,0.0121,0.0328,0,0,7005,0.4764,0.6665,0.122362869
University of Saint Joseph,CT,New England,41.781041,-72.72965,1,140900,1409,Small City / Suburb,NULL,1,0,0,1,0.7235,17,0,0,0.0207,0,0,8620,0.6306,0.3914,0.622317597
Central Penn College,PA,New England,40.3049,-76.934461,1,489000,4890,Large City / Suburb,NULL,1,0,0,NA,0.724,22,0,0,0,0,0.0744,5356,0.2353,0.536,0.093577982
Susquehanna University,PA,New England,40.797502,-76.875329,1,336900,3369,Town,NULL,1,0,0,1,0.7241,21,0.0531,0,0.0467,0,0.0212,8104,0.7068,0.2599,0.703448276
University of Louisville,KY,Southeast,38.216862,-85.760412,1,199900,1999,Large City / Suburb,NULL,1,0,0,NA,0.7243,15,0.0581,0.0133,0.0133,0.0081,0,8724,0.5654,0.287,0.407537248
Quinnipiac University,CT,New England,41.418915,-72.894117,1,140200,1402,Large City / Suburb,NULL,1,0,0,NA,0.7247,17,0.0369,0.0026,0.0006,0,0.0421,11079,0.7708,0.1598,0.737451737
Roanoke College,VA,Southeast,37.294861,-80.055467,1,373600,3736,Midsize City / Suburb,NULL,1,0,0,1,0.7249,21,0.1294,0,0.0263,0,0.0088,7720,0.6703,0.2538,0.618518519
Georgian Court University,NJ,New England,40.099617,-74.228186,1,260800,2608,Small City / Suburb,NULL,1,0,0,1,0.725,19,0,0.0077,0.0051,0,0,8466,0.5438,0.403,0.589506173
University of Missouri-St Louis,MO,Midwest,38.710312,-90.311091,1,251900,2519,Large City / Suburb,NULL,1,0,0,NA,0.7255,16,0.0796,0.0499,0.0143,0.003,0.0366,8675,0.5208,0.2348,0.482409382
College of Saint Elizabeth,NJ,New England,40.78182,-74.438221,1,260000,2600,Large City / Suburb,NULL,1,0,0,1,0.7255,19,0.0378,0,0.0042,0,0.021,7096,0.4966,0.5469,0.418994413
Rivier University,NH,New England,42.738676,-71.45626,1,258600,2586,Small City / Suburb,NULL,1,0,0,1,0.7261,18,0.009,0.009,0,0,0,7350,0.5138,0.2982,0.540983607
Rowan University,NJ,New England,39.709108,-75.119119,1,260900,2609,Large City / Suburb,NULL,1,0,0,NA,0.7272,16,0.0399,0.0498,0.0199,0.0017,0.0432,8693,0.7175,0.3317,0.597374179
Concorde Career College-Aurora,CO,Rocky Mountains,39.718699,-104.867089,2,887100,8871,Large City / Suburb,NULL,1,0,0,NA,0.7273,10,0,0,0,0,0,5131,NULL,0.4767,0.741433022
Kalamazoo College,MI,Midwest,42.290789,-85.601857,1,227500,2275,Small City / Suburb,NULL,1,0,0,NA,0.728,21,0.1346,0,0.1122,0.016,0.0577,7116,0.7874,0.2396,0.7
Southern New Hampshire University,NH,New England,43.038922,-71.451842,1,258000,2580,Midsize City / Suburb,NULL,1,0,0,NA,0.7282,18,0.0165,0.1356,0.0029,0,0.0626,8058,0.5401,0.4663,0.264978553
Moravian College,PA,New England,40.630947,-75.383638,1,330100,3301,Small City / Suburb,NULL,1,0,0,1,0.7282,21,0.14,0,0.0267,0,0.0178,8017,0.6773,0.2842,0.647435897
St Bonaventure University,NY,New England,42.080191,-78.481107,1,281700,2817,Town,NULL,1,0,0,1,0.7284,19,0.0627,0,0.0109,0,0.0082,6433,0.6845,0.2824,0.585820896
Edgewood College,WI,Midwest,43.057059,-89.422884,1,384800,3848,Large City / Suburb,NULL,1,0,0,1,0.7288,17,0.032,0,0.0197,0.0025,0.0222,6200,0.6324,0.3075,0.592592593
Capital University,OH,Midwest,39.954875,-82.937867,1,302300,3023,Large City / Suburb,NULL,1,0,0,1,0.7302,19,0.0711,0,0.0046,0,0.0077,8543,0.5833,0.286,0.503558719
Trinity International University-Illinois,IL,Midwest,42.197945,-87.880851,3,177200,1772,Large City / Suburb,NULL,1,0,0,1,0.7303,17,0.0244,0.0183,0,0,0,7707,0.4586,0.3522,0.320512821
University of Dubuque,IA,Midwest,42.49726,-90.693428,1,189100,1891,Small City / Suburb,NULL,1,0,0,1,0.7303,19,0.0157,0.0131,0.0131,0,0.084,6409,0.4341,0.5383,0.344671202
Centre College,KY,Southeast,37.645709,-84.779392,1,196100,1961,Town,NULL,1,0,0,1,0.7306,21,0.2394,0.0091,0.0636,0,0.0545,8327,0.812,0.1697,0.75308642
St John's University-New York,NY,New England,40.722523,-73.796104,2,282300,2823,Large City / Suburb,NULL,1,0,0,1,0.7306,17,0.0423,0.0102,0.0147,0.0022,0.041,12545,0.6079,0.2781,0.53397081
Heidelberg University,OH,Midwest,41.114833,-83.168387,1,304800,3048,Town,NULL,1,0,0,1,0.7308,22,0.0548,0,0.0046,0,0.032,6742,0.4957,0.41,0.404605263
University of Cincinnati-Main Campus,OH,Midwest,39.131159,-84.51428,3,312500,3125,Large City / Suburb,NULL,1,0,0,NA,0.7312,15,0.0308,0.0043,0.0096,0.0022,0.0452,9936,0.6802,0.2168,0.393089832
Dordt University,IA,Midwest,43.082527,-96.166562,1,185900,1859,Town,NULL,1,0,0,1,0.7316,22,0.0144,0.0036,0.0108,0,0.0108,6600,0.7307,0.2374,0.642857143
Stevenson University,MD,New England,39.421988,-76.702092,1,210700,2107,Rural,NULL,1,0,0,NA,0.7316,18,0,0,0.0072,0,0.0693,8250,0.5592,0.3203,0.517601043
Slippery Rock University of Pennsylvania,PA,New England,41.062719,-80.045965,1,332700,3327,Town,NULL,1,0,0,NA,0.7317,18,0.0643,0,0.0199,0.0105,0.026,9566,0.666,0.3301,0.571819425
University of Scranton,PA,New England,41.406556,-75.656915,1,338400,3384,Small City / Suburb,NULL,1,0,0,1,0.7319,18,0.0333,0.0277,0.01,0,0.0133,10292,0.8231,0.1879,0.712389381
Grand Canyon University,AZ,Southwest,33.513231,-112.129929,1,107400,1074,Large City / Suburb,NULL,1,0,0,NA,0.732,17,0.0046,0,0,0,0.003,6546,0.368,0.4618,0.288949656
Angelo State University,TX,Southwest,31.440914,-100.465051,1,354100,3541,Midsize City / Suburb,NULL,1,0,0,NA,0.7324,18,0.0356,0,0.0376,0,0.0655,7296,0.3428,0.3028,0.322889469
St Catherine University,MN,Midwest,44.924926,-93.183761,1,234200,2342,Large City / Suburb,NULL,1,0,1,1,0.7325,17,0.0306,0.0034,0.0057,0.0034,0,7233,0.5628,0.3974,0.469325153
Framingham State University,MA,New England,42.297116,-71.437565,1,218500,2185,Small City / Suburb,NULL,1,0,0,NA,0.7329,18,0.1681,0.0328,0.0142,0,0.0349,8888,0.5623,0.3539,0.518012422
University of the Cumberlands,KY,Southeast,36.737048,-84.161646,1,196200,1962,Town,NULL,1,0,0,1,0.733,17,0.0026,0.0026,0.0052,0,0.0181,5193,0.3268,0.3376,0.331096197
Cornerstone University,MI,Midwest,42.979966,-85.595328,1,226600,2266,Midsize City / Suburb,NULL,1,0,0,1,0.7339,19,0.0021,0.0277,0,0,0,5954,0.5526,0.4057,NA
Trine University,IN,Midwest,41.632502,-85.008009,2,183900,1839,Town,NULL,1,0,0,NA,0.734,19,0,0.0055,0.0164,0,0.0656,7570,0.651,0.1493,0.613122172
Cleveland Institute of Art,OH,Midwest,41.510435,-81.602416,1,398200,3982,Large City / Suburb,NULL,1,0,0,NA,0.7346,30,0,0,0,0,0,5865,0.6377,0.4418,0.522727273
Rhode Island College,RI,New England,41.842415,-71.46556,1,340700,3407,Large City / Suburb,NULL,1,0,0,NA,0.7346,18,0.0271,0.0022,0.0081,0.0029,0.0154,8119,0.5,0.4598,0.41660141
Biola University,CA,Far West,33.906203,-118.014374,1,112200,1122,Large City / Suburb,NULL,1,0,0,1,0.7347,17,0.0842,0.0067,0.0168,0,0.0224,9348,0.7298,0.3168,0.551526718
Hillyard Technical Center,MO,Midwest,39.768022,-94.808721,1,826900,8269,Small City / Suburb,NULL,1,0,0,NA,0.7347,-2,0,0,0,0,0,NA,NULL,0.4393,NA
Dakota Wesleyan University,SD,Midwest,43.697432,-98.031188,1,346100,3461,Town,NULL,1,0,0,1,0.7355,22,0,0.0121,0,0,0,5872,0.5989,0.4297,0.522727273
Anna Maria College,MA,New England,42.330542,-71.91896,1,211700,2117,Rural,NULL,1,0,0,1,0.7362,19,0.0071,0.0214,0,0,0,6468,0.4634,0.3893,0.47037037
Pennsylvania State University-Penn State Schuylkill,PA,New England,40.640499,-76.166326,23,332914,3329,Town,NULL,0,0,0,NA,0.7367,22,0,0.0261,0,0,0.0435,8276,0.4385,0.4645,0.524297189
Ohio Valley Hospital School of Nursing,PA,New England,40.472356,-80.091066,1,656000,6560,Large City / Suburb,NULL,1,0,0,NA,0.7368,-2,0,0,0,0,0,NA,NULL,0.1528,NA
SABER College,FL,Southeast,25.771518,-80.261299,1,3696400,36964,Large City / Suburb,NULL,1,0,0,NA,0.7368,10,0,0,0,0,0,5913,NULL,0.4461,0.659863946
Massachusetts College of Liberal Arts,MA,New England,42.691361,-73.102817,1,218700,2187,Town,NULL,1,0,0,NA,0.7369,21,0.0983,0,0.0145,0,0.0318,8772,0.5552,0.4748,0.515850144
Valley City State University,ND,Midwest,46.918517,-98.00389,1,300800,3008,Town,NULL,1,0,0,NA,0.737,22,0.0038,0.0192,0.0038,0,0.0268,5966,0.4056,0.2092,0.402061856
Florida College,FL,Southeast,28.034936,-82.383289,1,148200,1482,Large City / Suburb,NULL,1,0,0,NA,0.7372,23,0,0.6962,0,0,0,6924,0.5765,0.3602,0.330188679
Wittenberg University,OH,Midwest,39.934029,-83.815445,1,314300,3143,Small City / Suburb,NULL,1,0,0,1,0.7373,21,0.0875,0.0053,0.0371,0.0106,0.0106,7209,0.6217,0.3339,0.46031746
Lewis & Clark College,OR,Far West,45.450882,-122.669137,1,319700,3197,Large City / Suburb,NULL,1,0,0,NA,0.7376,21,0.2017,0.0043,0.0759,0.0043,0.0217,9738,0.75,0.1989,0.674418605
Xavier University,OH,Midwest,39.149547,-84.47465,1,314400,3144,Large City / Suburb,NULL,1,0,0,1,0.7379,18,0.0539,0.1056,0.0222,0,0.0222,8853,0.7316,0.1589,0.555269923
Oklahoma State University-Main Campus,OK,Southwest,36.123085,-97.069743,1,317000,3170,Town,NULL,1,0,0,NA,0.7379,15,0.0334,0.0462,0.0103,0.0002,0.031,9060,0.6129,0.2813,0.466266867
Michigan Technological University,MI,Midwest,47.11866,-88.548092,1,229200,2292,Town,NULL,1,0,0,NA,0.7388,16,0.0094,0.0009,0.024,0,0.0608,10344,0.6843,0.2531,0.529695024
Lenoir-Rhyne University,NC,Southeast,35.739968,-81.327598,1,294100,2941,Small City / Suburb,NULL,1,0,0,1,0.7389,18,0.0526,0.0035,0.0105,0,0.0351,7716,0.5015,0.4067,0.475862069
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Nursing,NJ,New England,40.605982,-74.404293,2,642100,6421,Large City / Suburb,NULL,1,0,0,NA,0.7391,-2,0,0,0,0,0,NA,NULL,0.4256,0.614678899
Saint Xavier University,IL,Midwest,41.707199,-87.714749,1,176800,1768,Large City / Suburb,NULL,1,0,0,1,0.7395,18,0.0211,0.052,0.0084,0,0.0421,7291,0.5708,0.5486,0.532670455
University of Wisconsin-Milwaukee,WI,Midwest,43.076848,-87.880488,1,389600,3896,Large City / Suburb,NULL,1,0,0,NA,0.7403,15,0.0426,0.0071,0.0101,0.0089,0.0574,8540,0.4429,0.3497,0.360119048
University of Arkansas Community College-Morrilton,AR,Southeast,35.172136,-92.728507,1,524500,5245,Town,NULL,1,0,0,NA,0.7415,4,0,0.5621,0,0,0.0766,5033,NULL,0.5279,0.237113402
Adelphi University,NY,New England,40.721439,-73.653321,1,266600,2666,Large City / Suburb,NULL,1,0,0,NA,0.7418,17,0.0421,0.0199,0.0183,0,0.0357,12371,0.7018,0.32,0.654205607
Knox College,IL,Midwest,40.943064,-90.373165,1,170400,1704,Town,NULL,1,0,0,NA,0.7421,21,0.2386,0.014,0.0526,0.0351,0.0316,7477,0.7533,0.3282,0.604651163
